5/2/2013,23,96,10,69,79,71,337,265,213
5/3/2013,21,96,9,68,79,71,338,265,217
5/6/2013,17,90,15,68,82,79,335,260,216
5/1/2013,16,92,11,68,79,71,335,264,212
5/7/2013,18,88,17,69,79,77,334,263,214
5/9/2013,15,95,11,60,75,76,338,264,212
5/10/2013,16,92,12,61,75,75,335,264,212
5/8/2013,30,99,12,73,76,77,330,263,216
5/4/2013,26,93,11,68,80,78,335,269,217
